3,34,37
3,35,38
3,36,39
3,37,40
3,38,41
3,39,42
3,40,43
3,41,44
3,42,45
3,43,46
3,44,47
3,45,48
3,46,49
3,47,50
3,48,51
3,49,52
3,50,53
4,0,4
4,1,5
4,2,6
4,3,7
4,4,8
4,5,9
4,6,10
4,7,11
4,8,12
4,9,13
4,10,14
4,11,15
4,12,16
4,13,17
4,14,18
4,15,19
4,16,20
4,17,21
4,18,22
4,19,23
4,20,24
4,21,25
4,22,26
4,23,27
4,24,28
4,25,29
4,26,30
4,27,31
4,28,32
4,29,33
4,30,34
4,31,35
4,32,36
4,33,37
4,34,38
4,35,39
4,36,40
4,37,41
4,38,42
4,39,43
4,40,44
4,41,45
4,42,46
4,43,47
4,44,48
4,45,49
4,46,50
4,47,51
4,48,52
4,49,53
4,50,54
5,0,5
5,1,6
5,2,7
5,3,8
5,4,9
5,5,10
5,6,11
5,7,12
5,8,13
5,9,14
5,10,15
5,11,16
5,12,17
5,13,18
5,14,19
5,15,20
5,16,21
5,17,22
5,18,23
5,19,24
5,20,25
5,21,26
5,22,27
5,23,28
5,24,29
5,25,30
5,26,31
5,27,32
5,28,33
5,29,34
5,30,35
5,31,36
5,32,37
5,33,38
5,34,39
5,35,40
5,36,41
5,37,42
5,38,43
5,39,44
5,40,45
5,41,46
5,42,47
5,43,48
5,44,49
5,45,50
5,46,51
5,47,52
5,48,53
5,49,54
5,50,55
6,0,6
6,1,7
6,2,8
6,3,9
6,4,10
6,5,11
6,6,12
6,7,13
6,8,14
6,9,15
6,10,16
6,11,17
6,12,18
6,13,19
6,14,20
6,15,21
6,16,22
6,17,23
6,18,24
6,19,25
6,20,26
6,21,27
6,22,28
6,23,29
6,24,30
6,25,31
6,26,32
6,27,33
6,28,34
6,29,35
6,30,36
6,31,37
6,32,38
6,33,39
6,34,40
6,35,41
6,36,42
6,37,43
6,38,44
6,39,45
6,40,46
6,41,47
6,42,48
6,43,49
6,44,50
6,45,51
6,46,52
6,47,53
6,48,54
6,49,55
6,50,56
7,0,7
7,1,8
7,2,9
7,3,10
7,4,11
7,5,12
7,6,13
7,7,14
7,8,15
7,9,16
7,10,17
7,11,18
7,12,19
7,13,20
7,14,21
7,15,22
7,16,23
7,17,24
7,18,25
7,19,26
7,20,27
7,21,28
7,22,29
7,23,30
7,24,31
7,25,32
7,26,33
7,27,34
7,28,35
7,29,36
7,30,37
7,31,38
7,32,39
7,33,40
7,34,41
7,35,42
7,36,43
7,37,44
7,38,45
7,39,46
7,40,47
7,41,48
7,42,49
7,43,50
7,44,51
7,45,52
7,46,53
7,47,54
7,48,55
7,49,56
7,50,57
8,0,8
8,1,9
8,2,10
8,3,11
8,4,12
8,5,13
8,6,14
8,7,15
8,8,16
8,9,17
8,10,18
8,11,19
8,12,20
8,13,21
8,14,22
8,15,23
8,16,24
8,17,25
8,18,26
8,19,27
8,20,28
8,21,29
8,22,30
8,23,31
8,24,32
8,25,33
8,26,34
8,27,35
8,28,36
8,29,37
8,30,38
8,31,39
8,32,40
8,33,41
8,34,42
8,35,43
8,36,44
8,37,45
8,38,46
8,39,47
8,40,48
8,41,49
8,42,50
8,43,51
8,44,52
8,45,53
8,46,54
8,47,55
8,48,56
8,49,57
8,50,58
9,0,9
9,1,10
9,2,11
9,3,12
9,4,13
9,5,14
9,6,15
9,7,16
9,8,17
9,9,18
9,10,19
9,11,20
9,12,21
9,13,22
9,14,23
9,15,24
9,16,25
9,17,26
9,18,27
9,19,28
9,20,29
9,21,30
9,22,31
9,23,32
9,24,33
9,25,34
9,26,35
9,27,36
9,28,37
9,29,38
9,30,39
9,31,40
9,32,41
9,33,42
9,34,43
9,35,44
9,36,45
9,37,46
9,38,47
9,39,48
9,40,49
9,41,50
9,42,51
9,43,52
9,44,53
9,45,54
9,46,55
9,47,56
9,48,57
9,49,58
9,50,59
10,0,10
10,1,11
10,2,12
10,3,13
10,4,14
10,5,15
10,6,16
10,7,17
10,8,18
10,9,19
10,10,20
10,11,21
10,12,22
10,13,23
10,14,24
10,15,25
10,16,26
10,17,27
10,18,28
10,19,29
10,20,30
10,21,31
10,22,32
10,23,33
10,24,34
10,25,35
10,26,36
10,27,37
10,28,38
10,29,39
10,30,40
10,31,41
10,32,42
10,33,43
10,34,44
10,35,45
10,36,46
10,37,47
10,38,48
10,39,49
10,40,50
10,41,51
10,42,52
10,43,53
10,44,54
10,45,55
10,46,56
10,47,57
10,48,58
10,49,59
10,50,60
11,0,11
11,1,12
11,2,13
11,3,14
11,4,15
11,5,16
11,6,17
11,7,18
11,8,19
11,9,20
11,10,21
11,11,22
11,12,23
11,13,24
11,14,25
11,15,26
11,16,27
11,17,28
11,18,29
11,19,30
11,20,31
11,21,32
11,22,33
11,23,34
11,24,35
11,25,36
11,26,37
11,27,38
11,28,39
11,29,40
11,30,41
11,31,42
11,32,43
11,33,44
11,34,45
11,35,46
11,36,47
11,37,48
11,38,49
11,39,50
11,40,51
11,41,52
11,42,53
11,43,54
11,44,55
11,45,56
11,46,57
11,47,58
11,48,59
11,49,60
11,50,61
12,0,12
12,1,13
12,2,14
12,3,15
12,4,16
12,5,17
12,6,18
12,7,19
12,8,20
12,9,21
12,10,22
12,11,23
12,12,24
12,13,25
12,14,26
12,15,27
12,16,28
12,17,29
12,18,30
12,19,31
12,20,32
12,21,33
12,22,34
12,23,35
12,24,36
12,25,37
12,26,38
12,27,39
12,28,40
12,29,41
12,30,42
12,31,43
12,32,44
12,33,45
12,34,46
12,35,47
12,36,48
12,37,49
12,38,50
12,39,51
12,40,52
12,41,53
12,42,54
12,43,55
12,44,56
12,45,57
12,46,58
12,47,59
12,48,60
12,49,61
12,50,62
13,0,13
13,1,14
13,2,15
13,3,16
13,4,17
13,5,18
13,6,19
13,7,20
13,8,21
13,9,22
13,10,23
13,11,24
13,12,25
13,13,26
13,14,27
13,15,28
13,16,29
13,17,30
13,18,31
13,19,32
13,20,33
13,21,34
13,22,35
13,23,36
13,24,37
13,25,38
13,26,39
13,27,40
13,28,41
13,29,42
13,30,43
13,31,44
13,32,45
13,33,46
13,34,47
13,35,48
13,36,49
13,37,50
13,38,51
13,39,52
13,40,53
13,41,54
13,42,55
13,43,56
13,44,57
13,45,58
13,46,59
13,47,60
13,48,61
13,49,62
13,50,63
14,0,14
14,1,15
14,2,16
14,3,17
14,4,18
14,5,19
14,6,20
14,7,21
14,8,22
14,9,23
14,10,24
14,11,25
14,12,26
14,13,27
14,14,28
14,15,29
14,16,30
14,17,31
14,18,32
14,19,33
14,20,34
14,21,35
14,22,36
14,23,37
14,24,38
14,25,39
14,26,40
14,27,41
14,28,42
14,29,43
14,30,44
14,31,45
14,32,46
14,33,47
14,34,48
14,35,49
14,36,50
14,37,51
14,38,52
14,39,53
14,40,54
14,41,55
14,42,56
14,43,57
14,44,58
14,45,59
14,46,60
14,47,61
14,48,62
14,49,63
14,50,64
15,0,15
15,1,16
15,2,17
15,3,18
15,4,19
15,5,20
15,6,21
15,7,22
15,8,23
15,9,24
15,10,25
15,11,26
15,12,27
15,13,28
15,14,29
15,15,30
15,16,31
15,17,32
15,18,33
15,19,34
15,20,35
15,21,36
15,22,37
15,23,38
15,24,39
15,25,40
15,26,41
15,27,42
15,28,43
15,29,44
15,30,45
15,31,46
15,32,47
15,33,48
15,34,49
15,35,50
15,36,51
15,37,52
15,38,53
15,39,54
15,40,55
15,41,56
15,42,57
15,43,58
15,44,59
15,45,60
15,46,61
15,47,62
15,48,63
15,49,64
15,50,65
16,0,16
16,1,17
16,2,18
16,3,19
16,4,20
16,5,21
16,6,22
16,7,23
16,8,24
16,9,25
16,10,26
16,11,27
16,12,28
16,13,29
16,14,30
16,15,31
16,16,32
16,17,33
16,18,34
16,19,35
16,20,36
16,21,37
16,22,38
16,23,39
16,24,40
16,25,41
16,26,42
16,27,43
16,28,44
16,29,45
16,30,46
16,31,47
16,32,48
16,33,49
16,34,50
16,35,51
16,36,52
16,37,53
16,38,54
16,39,55
16,40,56
16,41,57
16,42,58
16,43,59
16,44,60
16,45,61
16,46,62
16,47,63
16,48,64
16,49,65
16,50,66
17,0,17
17,1,18
17,2,19
17,3,20
17,4,21
17,5,22
17,6,23
17,7,24
17,8,25
17,9,26
17,10,27
17,11,28
17,12,29
17,13,30
17,14,31
17,15,32
17,16,33
17,17,34
17,18,35
17,19,36
17,20,37
17,21,38
17,22,39
17,23,40
17,24,41
17,25,42
17,26,43
17,27,44
17,28,45
17,29,46
17,30,47
17,31,48
17,32,49
17,33,50
17,34,51
17,35,52
17,36,53
17,37,54
17,38,55
17,39,56
17,40,57
17,41,58
17,42,59
17,43,60
17,44,61
17,45,62
17,46,63
17,47,64
17,48,65
17,49,66
17,50,67
18,0,18
18,1,19
18,2,20
18,3,21
18,4,22
18,5,23
18,6,24
18,7,25
18,8,26
18,9,27
18,10,28
18,11,29
18,12,30
18,13,31
18,14,32
18,15,33
18,16,34
18,17,35
18,18,36
18,19,37
18,20,38
18,21,39
18,22,40
18,23,41
18,24,42
18,25,43
18,26,44
18,27,45
18,28,46
18,29,47
18,30,48
18,31,49
18,32,50
18,33,51
18,34,52
18,35,53
18,36,54
18,37,55
18,38,56
18,39,57
18,40,58
18,41,59
18,42,60
18,43,61
18,44,62
18,45,63
18,46,64
18,47,65
18,48,66
18,49,67
18,50,68
19,0,19
19,1,20
19,2,21
19,3,22
19,4,23
19,5,24
19,6,25
19,7,26
19,8,27
19,9,28
19,10,29
19,11,30
19,12,31
19,13,32
19,14,33
19,15,34
19,16,35
19,17,36
19,18,37
19,19,38
19,20,39
19,21,40
19,22,41
19,23,42
19,24,43
19,25,44
19,26,45
19,27,46
19,28,47
19,29,48
19,30,49
19,31,50
19,32,51
19,33,52
19,34,53
19,35,54
19,36,55
19,37,56
19,38,57
19,39,58
19,40,59
19,41,60
19,42,61
19,43,62
19,44,63
19,45,64
19,46,65
19,47,66
19,48,67
19,49,68
19,50,69
20,0,20
20,1,21
20,2,22
20,3,23
20,4,24
20,5,25
20,6,26
20,7,27
20,8,28
20,9,29
20,10,30
20,11,31
20,12,32
20,13,33
20,14,34
20,15,35
20,16,36
20,17,37
20,18,38
20,19,39
20,20,40
20,21,41
20,22,42
20,23,43
20,24,44
20,25,45
20,26,46
20,27,47
20,28,48
20,29,49
20,30,50
20,31,51
20,32,52
20,33,53
20,34,54
20,35,55
20,36,56
20,37,57
20,38,58
20,39,59
20,40,60
20,41,61
20,42,62
20,43,63
20,44,64
20,45,65
20,46,66
20,47,67
20,48,68
20,49,69
20,50,70
21,0,21
21,1,22
21,2,23
21,3,24
21,4,25
21,5,26
21,6,27
21,7,28
21,8,29
21,9,30
21,10,31
21,11,32
21,12,33
21,13,34
21,14,35
21,15,36
21,16,37
21,17,38
21,18,39
21,19,40
21,20,41
21,21,42
21,22,43
21,23,44
21,24,45
21,25,46
21,26,47
21,27,48
21,28,49
21,29,50
21,30,51
21,31,52
21,32,53
21,33,54
21,34,55
21,35,56
21,36,57
21,37,58
21,38,59
21,39,60
21,40,61
21,41,62
21,42,63
21,43,64
21,44,65
21,45,66
21,46,67
21,47,68
21,48,69
21,49,70
21,50,71
22,0,22
22,1,23
22,2,24
22,3,25
22,4,26
22,5,27
22,6,28
22,7,29
22,8,30
22,9,31
22,10,32
22,11,33
22,12,34
22,13,35
22,14,36
22,15,37
22,16,38
22,17,39
22,18,40
22,19,41
22,20,42
22,21,43
22,22,44
22,23,45
22,24,46
22,25,47
22,26,48
22,27,49
22,28,50
22,29,51
22,30,52
22,31,53
22,32,54
22,33,55
22,34,56
22,35,57
22,36,58
22,37,59
22,38,60
22,39,61
22,40,62
22,41,63
22,42,64
22,43,65
22,44,66
22,45,67
22,46,68
22,47,69
22,48,70
22,49,71
22,50,72
23,0,23
23,1,24
23,2,25
23,3,26
23,4,27
23,5,28
23,6,29
23,7,30
23,8,31
23,9,32
23,10,33
23,11,34
23,12,35
23,13,36
23,14,37
23,15,38
23,16,39
23,17,40
23,18,41
23,19,42
23,20,43
23,21,44
23,22,45
23,23,46
23,24,47
23,25,48
23,26,49
23,27,50
23,28,51
23,29,52
23,30,53
23,31,54
23,32,55
23,33,56
23,34,57
23,35,58
23,36,59
23,37,60
23,38,61
23,39,62
23,40,63
23,41,64
23,42,65
23,43,66
23,44,67
23,45,68
23,46,69
23,47,70
23,48,71
23,49,72
23,50,73
24,0,24
24,1,25
24,2,26
24,3,27
24,4,28
24,5,29
24,6,30
24,7,31
24,8,32
24,9,33
24,10,34
24,11,35
24,12,36
24,13,37
24,14,38
24,15,39
24,16,40
24,17,41
24,18,42
24,19,43
24,20,44
24,21,45
24,22,46
24,23,47
24,24,48
24,25,49
24,26,50
24,27,51
24,28,52
24,29,53
24,30,54
24,31,55
24,32,56
24,33,57
24,34,58
24,35,59
24,36,60
24,37,61
24,38,62
24,39,63
24,40,64
24,41,65
24,42,66
24,43,67
24,44,68
24,45,69
24,46,70
24,47,71
24,48,72
24,49,73
24,50,74
25,0,25
25,1,26
25,2,27
25,3,28
25,4,29
25,5,30
25,6,31
25,7,32
25,8,33
25,9,34
25,10,35
25,11,36
25,12,37
25,13,38
25,14,39
25,15,40
25,16,41
25,17,42
25,18,43
25,19,44
25,20,45
25,21,46
25,22,47
25,23,48
25,24,49
25,25,50
25,26,51
25,27,52
25,28,53
25,29,54
25,30,55
25,31,56
25,32,57
25,33,58
25,34,59
25,35,60
25,36,61
25,37,62
25,38,63
25,39,64
25,40,65
25,41,66
25,42,67
25,43,68
25,44,69
25,45,70
25,46,71
25,47,72
25,48,73
25,49,74
25,50,75
26,0,26
26,1,27
26,2,28
26,3,29
26,4,30
26,5,31
26,6,32
26,7,33
26,8,34
26,9,35
26,10,36
26,11,37
26,12,38
26,13,39
26,14,40
26,15,41
26,16,42
26,17,43
26,18,44
26,19,45
26,20,46
26,21,47
26,22,48
26,23,49
26,24,50
26,25,51
26,26,52
26,27,53
26,28,54
26,29,55
26,30,56
26,31,57
26,32,58
26,33,59
26,34,60
26,35,61
26,36,62
26,37,63
26,38,64
26,39,65
26,40,66
26,41,67
26,42,68
26,43,69
26,44,70
26,45,71
26,46,72
26,47,73
26,48,74
26,49,75
26,50,76
27,0,27
27,1,28
27,2,29
27,3,30
27,4,31
27,5,32
27,6,33
27,7,34
27,8,35
27,9,36
27,10,37
27,11,38
27,12,39
27,13,40
27,14,41
27,15,42
27,16,43
27,17,44
27,18,45
27,19,46
27,20,47
27,21,48
27,22,49
27,23,50
27,24,51
27,25,52
27,26,53
27,27,54
27,28,55
27,29,56
27,30,57
27,31,58
27,32,59
27,33,60
27,34,61
27,35,62
27,36,63
27,37,64
27,38,65
27,39,66
27,40,67
27,41,68
27,42,69
27,43,70
27,44,71
27,45,72
27,46,73
27,47,74
27,48,75
27,49,76
27,50,77
28,0,28
28,1,29
28,2,30
28,3,31
28,4,32
28,5,33
28,6,34
28,7,35
28,8,36
28,9,37
28,10,38
28,11,39
28,12,40
28,13,41
28,14,42
28,15,43
28,16,44
28,17,45
28,18,46
28,19,47
28,20,48
28,21,49
28,22,50
28,23,51
28,24,52
28,25,53
28,26,54
28,27,55
28,28,56
28,29,57
28,30,58
28,31,59
28,32,60
28,33,61
28,34,62
28,35,63
28,36,64
28,37,65
28,38,66
28,39,67
28,40,68
28,41,69
28,42,70
28,43,71
28,44,72
28,45,73
28,46,74
28,47,75
28,48,76
28,49,77
28,50,78
29,0,29
29,1,30
29,2,31
29,3,32
29,4,33
29,5,34
29,6,35
29,7,36
29,8,37
29,9,38
29,10,39
29,11,40
29,12,41
29,13,42
29,14,43
29,15,44
29,16,45
29,17,46
29,18,47
29,19,48
29,20,49
29,21,50
29,22,51
29,23,52
29,24,53
29,25,54
29,26,55
29,27,56
29,28,57
29,29,58
29,30,59
29,31,60
29,32,61
29,33,62
29,34,63
29,35,64
29,36,65
29,37,66
29,38,67
29,39,68
29,40,69
29,41,70
29,42,71
29,43,72
29,44,73
29,45,74
29,46,75
29,47,76
29,48,77
29,49,78
29,50,79
30,0,30
30,1,31
30,2,32
30,3,33
30,4,34
30,5,35
30,6,36
30,7,37
30,8,38
30,9,39
30,10,40
30,11,41
30,12,42
30,13,43
30,14,44
30,15,45
30,16,46
30,17,47
30,18,48
30,19,49
30,20,50
30,21,51
30,22,52
30,23,53
30,24,54
30,25,55
30,26,56
30,27,57
30,28,58
30,29,59
30,30,60
30,31,61
30,32,62
30,33,63
30,34,64
30,35,65
30,36,66
30,37,67
30,38,68
30,39,69
30,40,70
30,41,71
30,42,72
30,43,73
30,44,74
30,45,75
30,46,76
30,47,77
30,48,78
30,49,79
30,50,80
31,0,31
31,1,32
31,2,33
31,3,34
31,4,35
31,5,36
31,6,37
31,7,38
31,8,39
31,9,40
31,10,41
31,11,42
31,12,43
31,13,44
31,14,45
31,15,46
31,16,47
31,17,48
31,18,49
31,19,50
31,20,51
31,21,52
31,22,53
31,23,54
31,24,55
31,25,56
31,26,57
31,27,58
31,28,59
31,29,60
31,30,61
31,31,62
31,32,63
31,33,64
31,34,65
31,35,66
31,36,67
31,37,68
31,38,69
31,39,70
31,40,71
31,41,72
31,42,73
31,43,74
31,44,75
31,45,76
31,46,77
31,47,78
31,48,79
31,49,80
31,50,81
32,0,32
32,1,33
32,2,34
32,3,35
32,4,36
32,5,37
32,6,38
32,7,39
32,8,40
32,9,41
32,10,42
32,11,43
32,12,44
32,13,45
32,14,46
32,15,47
32,16,48
32,17,49
32,18,50
32,19,51
32,20,52
32,21,53
32,22,54
32,23,55
32,24,56
32,25,57
32,26,58
32,27,59
32,28,60
32,29,61
32,30,62
32,31,63
32,32,64
32,33,65
32,34,66
32,35,67
32,36,68
32,37,69
32,38,70
32,39,71
32,40,72
32,41,73
32,42,74
32,43,75
32,44,76
32,45,77
32,46,78
32,47,79
32,48,80
32,49,81
32,50,82
33,0,33
33,1,34
33,2,35
33,3,36
33,4,37
33,5,38
33,6,39
33,7,40
33,8,41
33,9,42
33,10,43
33,11,44
33,12,45
33,13,46
33,14,47
33,15,48
33,16,49
33,17,50
33,18,51
33,19,52
33,20,53
33,21,54
33,22,55
33,23,56
33,24,57
33,25,58
33,26,59
33,27,60
33,28,61
33,29,62
33,30,63
33,31,64
33,32,65
33,33,66
33,34,67
33,35,68
33,36,69
33,37,70
33,38,71
33,39,72
33,40,73
33,41,74
33,42,75
33,43,76
33,44,77
33,45,78
33,46,79
33,47,80
33,48,81
33,49,82
33,50,83
34,0,34
34,1,35
34,2,36
34,3,37
34,4,38
34,5,39
34,6,40
34,7,41
34,8,42
34,9,43
34,10,44
34,11,45
34,12,46
34,13,47
34,14,48
34,15,49
34,16,50
34,17,51
34,18,52
34,19,53
34,20,54
34,21,55
34,22,56
34,23,57
34,24,58
34,25,59
34,26,60
34,27,61
34,28,62
34,29,63
34,30,64
34,31,65
34,32,66
34,33,67
34,34,68
34,35,69
34,36,70
34,37,71
34,38,72
34,39,73
34,40,74
34,41,75
34,42,76
34,43,77
34,44,78
34,45,79
34,46,80
34,47,81
34,48,82
34,49,83
34,50,84
35,0,35
35,1,36
35,2,37
35,3,38
35,4,39
35,5,40
35,6,41
35,7,42
35,8,43
35,9,44
35,10,45
35,11,46
35,12,47
35,13,48
35,14,49
35,15,50
35,16,51
35,17,52
35,18,53
35,19,54
35,20,55
35,21,56
35,22,57
35,23,58
35,24,59
35,25,60
35,26,61
35,27,62
35,28,63
35,29,64
35,30,65
35,31,66
35,32,67
35,33,68
35,34,69
35,35,70
35,36,71
35,37,72
35,38,73
35,39,74
35,40,75
35,41,76
35,42,77
35,43,78
35,44,79
35,45,80
35,46,81
35,47,82
35,48,83
35,49,84
35,50,85
36,0,36
36,1,37
36,2,38
36,3,39
36,4,40
36,5,41
36,6,42
36,7,43
36,8,44
36,9,45
36,10,46
36,11,47
36,12,48
36,13,49
36,14,50
36,15,51
36,16,52
36,17,53
36,18,54
36,19,55
36,20,56
36,21,57
36,22,58
36,23,59
36,24,60
36,25,61
36,26,62
36,27,63
36,28,64
36,29,65
36,30,66
36,31,67
36,32,68
36,33,69
36,34,70
36,35,71
36,36,72
36,37,73
36,38,74
36,39,75
36,40,76
36,41,77
36,42,78
36,43,79
36,44,80
36,45,81
36,46,82
36,47,83
36,48,84
36,49,85
36,50,86
37,0,37
37,1,38
37,2,39
37,3,40
37,4,41
37,5,42
37,6,43
37,7,44
37,8,45
37,9,46
37,10,47
37,11,48
37,12,49
37,13,50
37,14,51
37,15,52
37,16,53
37,17,54
37,18,55
37,19,56
37,20,57
37,21,58
37,22,59
37,23,60
37,24,61
37,25,62
37,26,63
37,27,64
37,28,65
37,29,66
37,30,67
37,31,68
37,32,69
37,33,70
37,34,71
37,35,72
37,36,73
37,37,74
37,38,75
37,39,76
37,40,77
37,41,78
37,42,79
37,43,80
37,44,81
37,45,82
37,46,83
37,47,84
37,48,85
37,49,86
37,50,87
38,0,38
38,1,39
38,2,40
38,3,41
38,4,42
38,5,43
38,6,44
38,7,45
38,8,46
38,9,47
38,10,48
38,11,49
38,12,50
38,13,51
38,14,52
38,15,53
38,16,54
38,17,55
38,18,56
38,19,57
38,20,58
38,21,59
38,22,60
38,23,61
38,24,62
38,25,63
38,26,64
38,27,65
38,28,66
38,29,67
38,30,68
38,31,69
38,32,70
38,33,71
38,34,72
38,35,73
38,36,74
38,37,75
38,38,76
38,39,77
38,40,78
38,41,79
38,42,80
38,43,81
38,44,82
38,45,83
38,46,84
38,47,85
38,48,86
38,49,87
38,50,88
39,0,39
39,1,40
39,2,41
39,3,42
39,4,43
39,5,44
39,6,45
39,7,46
39,8,47
39,9,48
39,10,49
39,11,50
39,12,51
39,13,52
39,14,53
39,15,54
39,16,55
39,17,56
39,18,57
39,19,58
39,20,59
39,21,60
39,22,61
39,23,62
39,24,63
39,25,64
39,26,65
39,27,66
39,28,67
39,29,68
39,30,69
39,31,70
39,32,71
39,33,72
39,34,73
39,35,74
39,36,75
39,37,76
39,38,77
39,39,78
39,40,79
39,41,80
39,42,81
39,43,82
39,44,83
39,45,84
39,46,85
39,47,86
39,48,87
39,49,88
39,50,89
40,0,40
40,1,41
40,2,42
40,3,43
40,4,44
40,5,45
40,6,46
40,7,47
40,8,48
40,9,49
40,10,50
40,11,51
40,12,52
40,13,53
40,14,54
40,15,55
40,16,56
40,17,57
40,18,58
40,19,59
40,20,60
40,21,61
40,22,62
40,23,63
40,24,64
40,25,65
40,26,66
40,27,67
40,28,68
40,29,69
40,30,70
40,31,71
40,32,72
40,33,73
40,34,74
40,35,75
40,36,76
40,37,77
40,38,78
40,39,79
40,40,80
40,41,81
40,42,82
40,43,83
40,44,84
40,45,85
40,46,86
40,47,87
40,48,88
40,49,89
40,50,90
41,0,41
41,1,42
41,2,43
41,3,44
41,4,45
41,5,46
41,6,47
41,7,48
41,8,49
41,9,50
41,10,51
41,11,52
41,12,53
41,13,54
41,14,55
41,15,56
41,16,57
41,17,58
41,18,59
41,19,60
41,20,61
41,21,62
41,22,63
41,23,64
41,24,65
41,25,66
41,26,67
41,27,68
41,28,69
41,29,70
41,30,71
41,31,72
41,32,73
41,33,74
41,34,75
41,35,76
41,36,77
41,37,78
41,38,79
41,39,80
41,40,81
41,41,82
41,42,83
41,43,84
41,44,85
41,45,86
41,46,87
41,47,88
41,48,89
41,49,90
41,50,91
42,0,42
42,1,43
42,2,44
42,3,45
42,4,46
42,5,47
42,6,48
42,7,49
42,8,50
42,9,51
42,10,52
42,11,53
42,12,54
42,13,55
42,14,56
42,15,57
42,16,58
42,17,59
42,18,60
42,19,61
42,20,62
42,21,63
42,22,64
42,23,65
42,24,66
42,25,67
42,26,68
42,27,69
42,28,70
42,29,71
42,30,72
42,31,73
42,32,74
42,33,75
42,34,76
42,35,77
42,36,78
42,37,79
42,38,80
42,39,81
42,40,82
42,41,83
42,42,84
42,43,85
42,44,86
42,45,87
42,46,88
42,47,89
42,48,90
42,49,91
42,50,92
43,0,43
43,1,44
43,2,45
43,3,46
43,4,47
43,5,48
43,6,49
43,7,50
43,8,51
43,9,52
43,10,53
43,11,54
43,12,55
43,13,56
43,14,57
43,15,58
43,16,59
43,17,60
43,18,61
43,19,62
43,20,63
43,21,64
43,22,65
43,23,66
43,24,67
43,25,68
43,26,69
43,27,70
43,28,71
43,29,72
43,30,73
43,31,74
43,32,75
43,33,76
43,34,77
43,35,78
43,36,79
43,37,80
43,38,81
43,39,82
43,40,83
43,41,84
43,42,85
43,43,86
43,44,87
43,45,88
43,46,89
43,47,90
43,48,91
43,49,92
43,50,93
44,0,44
44,1,45
44,2,46
44,3,47
44,4,48
44,5,49
44,6,50
44,7,51
44,8,52
44,9,53
44,10,54
44,11,55
44,12,56
44,13,57
44,14,58
44,15,59
44,16,60
44,17,61
44,18,62
44,19,63
44,20,64
44,21,65
44,22,66
44,23,67
44,24,68
44,25,69
44,26,70
44,27,71
44,28,72
44,29,73
44,30,74
44,31,75
44,32,76
44,33,77
44,34,78
44,35,79
44,36,80
44,37,81
44,38,82
44,39,83
44,40,84
44,41,85
44,42,86
44,43,87
44,44,88
44,45,89
44,46,90
44,47,91
44,48,92
44,49,93
44,50,94
45,0,45
45,1,46
45,2,47
45,3,48
45,4,49
45,5,50
45,6,51
45,7,52
45,8,53
45,9,54
45,10,55
45,11,56
45,12,57
45,13,58
45,14,59
45,15,60
45,16,61
45,17,62
45,18,63
45,19,64
45,20,65
45,21,66
45,22,67
45,23,68
45,24,69
45,25,70
45,26,71
45,27,72
45,28,73
45,29,74
45,30,75
45,31,76
45,32,77
45,33,78
45,34,79
45,35,80
45,36,81
45,37,82
